JD,Date_UT,Body,Sign,Deg,Lon,Notes,Source
2450029.098615556,1995-11-10 00:00:00,Pluto,Sagittarius,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2454486.60903,2008-01-26 02:37:00,Pluto,Capricorn,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Pluto.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2454486.7180577777,2008-01-26 00:00:00,Pluto,Capricorn,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2454626.71736,2008-06-14 05:13:00,Pluto,Sagittarius,0.0,,EDT→UT (+4h) | src:ingress_by_body_csv.zip:Pluto.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2454626.934721112,2008-06-14 00:00:00,Pluto,Sagittarius,0.0,,EDT→UT (+4h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2454792.54375,2008-11-27 01:03:00,Pluto,Capricorn,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Pluto.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2454792.5875000004,2008-11-27 00:00:00,Pluto,Capricorn,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460022.05069,2023-03-23 13:13:00,Pluto,Aquarius,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Pluto.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460022.601384444,2023-03-23 00:00:00,Pluto,Aquarius,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460101.90764,2023-06-11 09:47:00,Pluto,Capricorn,0.0,,EDT→UT (+4h) | src:ingress_by_body_csv.zip:Pluto.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460102.3152788887,2023-06-11 00:00:00,Pluto,Capricorn,0.0,,EDT→UT (+4h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460325.53472,2024-01-21 00:50:00,Pluto,Aquarius,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Pluto.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460325.569442222,2024-01-21 00:00:00,Pluto,Aquarius,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460550.50694,2024-09-02 00:10:00,Pluto,Capricorn,0.0,,EDT→UT (+4h) | src:ingress_by_body_csv.zip:Pluto.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460550.5138844447,2024-09-02 00:00:00,Pluto,Capricorn,0.0,,EDT→UT (+4h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460629.35278,2024-11-19 20:28:00,Pluto,Aquarius,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Pluto.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460630.205557777,2024-11-19 00:00:00,Pluto,Aquarius,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2467312.57222,2043-03-09 01:44:00,Pluto,Pisces,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Pluto.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2467312.644442222,2043-03-09 00:00:00,Pluto,Pisces,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2467488.64861,2043-09-01 03:34:00,Pluto,Aquarius,0.0,,EDT→UT (+4h) | src:ingress_by_body_csv.zip:Pluto.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2467488.797221111,2043-09-01 00:00:00,Pluto,Aquarius,0.0,,EDT→UT (+4h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2467628.89583,2044-01-19 09:30:00,Pluto,Pisces,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Pluto.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2467629.2916633333,2044-01-19 00:00:00,Pluto,Pisces,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
