JD,Date_UT,Body,Sign,Deg,Lon,Notes,Source
2451141.55486,1998-11-28 01:19:00,Neptune,Aquarius,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Neptune.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2451141.609721111,1998-11-28 00:00:00,Neptune,Aquarius,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2455651.07639,2011-04-04 13:50:00,Neptune,Pisces,0.0,,EDT→UT (+4h) | src:ingress_by_body_csv.zip:Neptune.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2455651.652778889,2011-04-04 00:00:00,Neptune,Pisces,0.0,,EDT→UT (+4h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2455773.62083,2011-08-05 02:54:00,Neptune,Aquarius,0.0,,EDT→UT (+4h) | src:ingress_by_body_csv.zip:Neptune.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2455773.741663333,2011-08-05 00:00:00,Neptune,Aquarius,0.0,,EDT→UT (+4h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2455956.29375,2012-02-03 19:03:00,Neptune,Pisces,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Neptune.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2455957.0875000004,2012-02-03 00:00:00,Neptune,Pisces,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460760.04097,2025-03-30 12:59:00,Neptune,Aries,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Neptune.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460760.581942222,2025-03-30 00:00:00,Neptune,Aries,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460965.90833,2025-10-22 09:48:00,Neptune,Pisces,0.0,,EDT→UT (+4h) | src:ingress_by_body_csv.zip:Neptune.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2460966.316663333,2025-10-22 00:00:00,Neptune,Pisces,0.0,,EDT→UT (+4h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2461062.23403,2026-01-26 17:37:00,Neptune,Aries,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Neptune.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2461062.9680577777,2026-01-26 00:00:00,Neptune,Aries,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2465560.51181,2038-05-22 00:17:00,Neptune,Taurus,0.0,,EDT→UT (+4h) | src:ingress_by_body_csv.zip:Neptune.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2465560.523615556,2038-05-22 00:00:00,Neptune,Taurus,0.0,,EDT→UT (+4h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2465713.01319,2038-10-21 12:19:00,Neptune,Aries,0.0,,EDT→UT (+4h) | src:ingress_by_body_csv.zip:Neptune.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2465713.5263844444,2038-10-21 00:00:00,Neptune,Aries,0.0,,EDT→UT (+4h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2465866.40278,2039-03-23 21:40:00,Neptune,Taurus,0.0,,EST→UT (+5h) | src:ingress_by_body_csv.zip:Neptune.csv | src:ingress_by_body_csv.zip | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
2465867.305557778,2039-03-23 00:00:00,Neptune,Taurus,0.0,,EST→UT (+5h) | src:ephem_master_UNIFIED.csv | Ingress | src:MASTER_Ephem.csv,MASTER_Ephem_SYSTEM.csv
